id,short_id,external_aid,game_type,points,first_test_points,second_test_points,first_half_points,second_half_points,partner_rule,first_test_drule,first_test_drule_gen,second_test_drule,second_test_drule_gen
sim-736,sim-736,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-581,sim-581,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-217,sim-217,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-068,sim-068,False,duo,24,17,24,17,7,1d_b,1d_b,1d,2d,2d
sim-275,sim-275,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-411,sim-411,False,duo,24,17,24,17,7,1d_b,1d_a,1d,2d,2d
sim-324,sim-324,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-825,sim-825,False,duo,24,20,24,20,4,1d_b,neither,neither,2d,2d
sim-983,sim-983,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-842,sim-842,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-235,sim-235,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-058,sim-058,False,duo,24,8,24,8,16,1d_b,neither,neither,2d,2d
sim-795,sim-795,False,duo,24,-4,24,-4,28,1d_b,neither,neither,2d,2d
sim-787,sim-787,False,duo,24,16,24,16,8,1d_b,2d,2d,2d,2d
sim-864,sim-864,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-333,sim-333,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-702,sim-702,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-225,sim-225,False,duo,24,20,24,20,4,1d_b,2d,2d,2d,2d
sim-571,sim-571,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-705,sim-705,False,duo,24,20,24,20,4,1d_b,2d,2d,2d,2d
sim-656,sim-656,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-277,sim-277,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-389,sim-389,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-474,sim-474,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-168,sim-168,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-995,sim-995,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-747,sim-747,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-547,sim-547,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-176,sim-176,False,duo,24,12,24,12,12,1d_b,neither,neither,2d,2d
sim-908,sim-908,False,duo,24,16,24,16,8,1d_b,1d_b,1d,2d,2d
sim-624,sim-624,False,duo,22,17,22,17,5,1d_b,1d_b,1d,2d,2d
sim-074,sim-074,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-664,sim-664,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-700,sim-700,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-971,sim-971,False,duo,24,23,24,23,1,1d_b,2d,2d,2d,2d
sim-274,sim-274,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-687,sim-687,False,duo,24,17,24,17,7,1d_b,1d_a,1d,2d,2d
sim-215,sim-215,False,duo,24,17,24,17,7,1d_b,1d_b,1d,2d,2d
sim-364,sim-364,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-380,sim-380,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-167,sim-167,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-374,sim-374,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-855,sim-855,False,duo,16,17,16,17,-1,1d_b,1d_b,1d,1d_b,1d
sim-651,sim-651,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-465,sim-465,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-955,sim-955,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-948,sim-948,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-104,sim-104,False,duo,16,16,16,16,0,1d_b,1d_a,1d,2d,2d
sim-888,sim-888,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-979,sim-979,False,duo,24,16,24,16,8,1d_b,1d_b,1d,2d,2d
sim-876,sim-876,False,duo,0,16,0,16,-16,1d_b,1d_b,1d,neither,neither
sim-082,sim-082,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-297,sim-297,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-792,sim-792,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-234,sim-234,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-678,sim-678,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-047,sim-047,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-072,sim-072,False,duo,24,22,24,22,2,1d_b,2d,2d,2d,2d
sim-722,sim-722,False,duo,24,16,24,16,8,1d_b,2d,2d,2d,2d
sim-197,sim-197,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-592,sim-592,False,duo,24,20,24,20,4,1d_b,2d,2d,2d,2d
sim-371,sim-371,False,duo,8,16,8,16,-8,1d_b,1d_a,1d,neither,neither
sim-883,sim-883,False,duo,16,17,16,17,-1,1d_b,1d_b,1d,1d_b,1d
sim-907,sim-907,False,duo,17,16,17,16,1,1d_b,1d_b,1d,1d_b,1d
sim-634,sim-634,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-644,sim-644,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-850,sim-850,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-301,sim-301,False,duo,24,-4,24,-4,28,1d_b,neither,neither,2d,2d
sim-566,sim-566,False,duo,24,20,24,20,4,1d_b,2d,2d,2d,2d
sim-081,sim-081,False,duo,24,20,24,20,4,1d_b,2d,2d,2d,2d
sim-388,sim-388,False,duo,24,20,24,20,4,1d_b,neither,neither,2d,2d
sim-128,sim-128,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-550,sim-550,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-471,sim-471,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-748,sim-748,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-045,sim-045,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-827,sim-827,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-271,sim-271,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-619,sim-619,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-353,sim-353,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-868,sim-868,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-368,sim-368,False,duo,24,4,24,4,20,1d_b,neither,neither,2d,2d
sim-100,sim-100,False,duo,12,17,12,17,-5,1d_b,1d_a,1d,neither,neither
sim-390,sim-390,False,duo,24,18,24,18,6,1d_b,1d_a,1d,2d,2d
sim-095,sim-095,False,duo,24,0,24,0,24,1d_b,neither,neither,2d,2d
sim-991,sim-991,False,duo,24,16,24,16,8,1d_b,1d_b,1d,2d,2d
sim-345,sim-345,False,duo,24,16,24,16,8,1d_b,2d,2d,2d,2d
sim-782,sim-782,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-221,sim-221,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-160,sim-160,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-965,sim-965,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-349,sim-349,False,duo,16,5,16,5,11,1d_b,neither,neither,1d_b,1d
sim-984,sim-984,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-715,sim-715,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-164,sim-164,False,duo,16,16,16,16,0,1d_b,1d_a,1d,2d,2d
sim-826,sim-826,False,duo,16,17,16,17,-1,1d_b,1d_b,1d,1d_b,1d
sim-778,sim-778,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-007,sim-007,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-891,sim-891,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-829,sim-829,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-285,sim-285,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-604,sim-604,False,duo,17,16,17,16,1,1d_b,1d_b,1d,1d_b,1d
sim-460,sim-460,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-226,sim-226,False,duo,24,4,24,4,20,1d_b,neither,neither,2d,2d
sim-430,sim-430,False,duo,24,0,24,0,24,1d_b,neither,neither,2d,2d
sim-987,sim-987,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-719,sim-719,False,duo,24,17,24,17,7,1d_b,1d_a,1d,2d,2d
sim-666,sim-666,False,duo,24,-8,24,-8,32,1d_b,neither,neither,2d,2d
sim-734,sim-734,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-204,sim-204,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-575,sim-575,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-028,sim-028,False,duo,-4,16,-4,16,-20,1d_b,1d_b,1d,neither,neither
sim-617,sim-617,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-518,sim-518,False,duo,12,18,12,18,-6,1d_b,1d_b,1d,1d_b,1d
sim-239,sim-239,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-224,sim-224,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-096,sim-096,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-031,sim-031,False,duo,16,18,16,18,-2,1d_b,1d_b,1d,1d_b,1d
sim-033,sim-033,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-433,sim-433,False,duo,20,16,20,16,4,1d_b,1d_a,1d,2d,2d
sim-605,sim-605,False,duo,24,23,24,23,1,1d_b,2d,2d,2d,2d
sim-090,sim-090,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-559,sim-559,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-914,sim-914,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-759,sim-759,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-693,sim-693,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-105,sim-105,False,duo,24,24,24,24,0,1d_b,2d,2d,2d,2d
sim-755,sim-755,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-143,sim-143,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-229,sim-229,False,duo,24,17,24,17,7,1d_b,1d_a,1d,2d,2d
sim-251,sim-251,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-282,sim-282,False,duo,16,17,16,17,-1,1d_b,1d_b,1d,1d_b,1d
sim-760,sim-760,False,duo,24,16,24,16,8,1d_b,1d_a,1d,2d,2d
sim-026,sim-026,False,duo,24,16,24,16,8,1d_b,1d_b,1d,2d,2d
sim-115,sim-115,False,duo,16,16,16,16,0,1d_b,1d_b,1d,1d_b,1d
sim-655,sim-655,False,duo,24,16,24,16,8,1d_b,1d_b,1d,2d,2d
