phase,block,id,short_id,game_type,points,drule,drule_error_2d,drule_error_1d_a,drule_error_1d_b,drule_error_1d,rewards_approached,punishment_approached
2,3,sim-338,sim-338,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-338,sim-338,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-338,sim-338,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-013,sim-013,duo,1,neither,8.0,4.0,8.0,4.0,5,1
0,1,sim-013,sim-013,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,2,sim-013,sim-013,duo,4,1d_a,5.0,1.0,9.0,1.0,8,1
0,3,sim-013,sim-013,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-013,sim-013,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-013,sim-013,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-013,sim-013,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,1,sim-013,sim-013,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,2,sim-013,sim-013,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,3,sim-013,sim-013,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
3,0,sim-013,sim-013,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
3,1,sim-013,sim-013,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,0,sim-685,sim-685,duo,4,neither,5.0,9.0,3.0,3.0,8,1
0,1,sim-685,sim-685,duo,5,neither,4.0,8.0,2.0,2.0,9,1
0,2,sim-685,sim-685,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,3,sim-685,sim-685,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,0,sim-685,sim-685,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,1,sim-685,sim-685,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,0,sim-685,sim-685,duo,10,neither,2.0,6.0,2.0,2.0,10,0
2,1,sim-685,sim-685,duo,7,neither,2.0,6.0,4.0,4.0,11,1
2,2,sim-685,sim-685,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-685,sim-685,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-685,sim-685,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-685,sim-685,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-117,sim-117,duo,4,neither,5.0,7.0,3.0,3.0,8,1
0,1,sim-117,sim-117,duo,4,1d_b,5.0,9.0,1.0,1.0,8,1
0,2,sim-117,sim-117,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,3,sim-117,sim-117,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,0,sim-117,sim-117,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,1,sim-117,sim-117,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,0,sim-117,sim-117,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,1,sim-117,sim-117,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,2,sim-117,sim-117,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-117,sim-117,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-117,sim-117,duo,8,2d,1.0,5.0,5.0,5.0,12,1
3,1,sim-117,sim-117,duo,4,neither,2.0,6.0,6.0,6.0,12,2
0,0,sim-447,sim-447,duo,7,neither,2.0,4.0,6.0,4.0,11,1
0,1,sim-447,sim-447,duo,7,neither,2.0,4.0,6.0,4.0,11,1
0,2,sim-447,sim-447,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,3,sim-447,sim-447,duo,8,2d,1.0,5.0,5.0,5.0,12,1
1,0,sim-447,sim-447,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,1,sim-447,sim-447,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-447,sim-447,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,1,sim-447,sim-447,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-447,sim-447,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-447,sim-447,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-447,sim-447,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-447,sim-447,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-408,sim-408,duo,1,neither,8.0,6.0,8.0,6.0,5,1
0,1,sim-408,sim-408,duo,6,neither,3.0,3.0,7.0,3.0,10,1
0,2,sim-408,sim-408,duo,11,2d,1.0,3.0,5.0,3.0,11,0
0,3,sim-408,sim-408,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,0,sim-408,sim-408,duo,8,2d,1.0,5.0,5.0,5.0,12,1
1,1,sim-408,sim-408,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-408,sim-408,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,1,sim-408,sim-408,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-408,sim-408,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-408,sim-408,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-408,sim-408,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-408,sim-408,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-816,sim-816,duo,2,neither,7.0,3.0,7.0,3.0,6,1
0,1,sim-816,sim-816,duo,6,neither,3.0,3.0,7.0,3.0,10,1
0,2,sim-816,sim-816,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,3,sim-816,sim-816,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,0,sim-816,sim-816,duo,8,2d,1.0,5.0,5.0,5.0,12,1
1,1,sim-816,sim-816,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,0,sim-816,sim-816,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,1,sim-816,sim-816,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-816,sim-816,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,3,sim-816,sim-816,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-816,sim-816,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-816,sim-816,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-313,sim-313,duo,4,neither,5.0,5.0,5.0,5.0,8,1
0,1,sim-313,sim-313,duo,6,neither,3.0,3.0,7.0,3.0,10,1
0,2,sim-313,sim-313,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,3,sim-313,sim-313,duo,9,1d_a,3.0,1.0,7.0,1.0,9,0
1,0,sim-313,sim-313,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,1,sim-313,sim-313,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-313,sim-313,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,1,sim-313,sim-313,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-313,sim-313,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-313,sim-313,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-313,sim-313,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-313,sim-313,duo,8,2d,1.0,5.0,5.0,5.0,12,1
0,0,sim-359,sim-359,duo,1,neither,5.0,9.0,3.0,3.0,9,2
0,1,sim-359,sim-359,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,2,sim-359,sim-359,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,3,sim-359,sim-359,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,0,sim-359,sim-359,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,1,sim-359,sim-359,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,0,sim-359,sim-359,duo,11,2d,1.0,5.0,3.0,3.0,11,0
2,1,sim-359,sim-359,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,2,sim-359,sim-359,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-359,sim-359,duo,8,2d,1.0,5.0,5.0,5.0,12,1
3,0,sim-359,sim-359,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-359,sim-359,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-472,sim-472,duo,0,neither,9.0,5.0,11.0,5.0,4,1
0,1,sim-472,sim-472,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,2,sim-472,sim-472,duo,4,1d_a,5.0,1.0,9.0,1.0,8,1
0,3,sim-472,sim-472,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-472,sim-472,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-472,sim-472,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-472,sim-472,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,1,sim-472,sim-472,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,2,sim-472,sim-472,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,3,sim-472,sim-472,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
3,0,sim-472,sim-472,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
3,1,sim-472,sim-472,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,0,sim-205,sim-205,duo,0,neither,9.0,9.0,7.0,7.0,4,1
0,1,sim-205,sim-205,duo,7,neither,2.0,6.0,4.0,4.0,11,1
0,2,sim-205,sim-205,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,3,sim-205,sim-205,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,0,sim-205,sim-205,duo,8,2d,1.0,5.0,5.0,5.0,12,1
1,1,sim-205,sim-205,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-205,sim-205,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,1,sim-205,sim-205,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-205,sim-205,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-205,sim-205,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-205,sim-205,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-205,sim-205,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-228,sim-228,duo,3,neither,6.0,8.0,2.0,2.0,7,1
0,1,sim-228,sim-228,duo,7,neither,2.0,6.0,4.0,4.0,11,1
0,2,sim-228,sim-228,duo,9,1d_b,3.0,7.0,1.0,1.0,9,0
0,3,sim-228,sim-228,duo,10,neither,2.0,6.0,2.0,2.0,10,0
1,0,sim-228,sim-228,duo,8,2d,1.0,5.0,5.0,5.0,12,1
1,1,sim-228,sim-228,duo,4,neither,2.0,6.0,6.0,6.0,12,2
2,0,sim-228,sim-228,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,1,sim-228,sim-228,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-228,sim-228,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,3,sim-228,sim-228,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-228,sim-228,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-228,sim-228,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-482,sim-482,duo,0,neither,6.0,4.0,10.0,4.0,8,2
0,1,sim-482,sim-482,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,2,sim-482,sim-482,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,3,sim-482,sim-482,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-482,sim-482,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-482,sim-482,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-482,sim-482,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,1,sim-482,sim-482,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,2,sim-482,sim-482,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,3,sim-482,sim-482,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
3,0,sim-482,sim-482,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
3,1,sim-482,sim-482,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,0,sim-040,sim-040,duo,4,neither,2.0,6.0,6.0,6.0,12,2
0,1,sim-040,sim-040,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,2,sim-040,sim-040,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,3,sim-040,sim-040,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,0,sim-040,sim-040,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,1,sim-040,sim-040,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-040,sim-040,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,1,sim-040,sim-040,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-040,sim-040,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-040,sim-040,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-040,sim-040,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-040,sim-040,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-392,sim-392,duo,4,1d_a,5.0,1.0,9.0,1.0,8,1
0,1,sim-392,sim-392,duo,4,1d_a,5.0,1.0,9.0,1.0,8,1
0,2,sim-392,sim-392,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,3,sim-392,sim-392,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-392,sim-392,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-392,sim-392,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-392,sim-392,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,1,sim-392,sim-392,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,2,sim-392,sim-392,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,3,sim-392,sim-392,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
3,0,sim-392,sim-392,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
3,1,sim-392,sim-392,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,0,sim-111,sim-111,duo,-1,neither,7.0,3.0,9.0,3.0,7,2
0,1,sim-111,sim-111,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,2,sim-111,sim-111,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,3,sim-111,sim-111,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-111,sim-111,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-111,sim-111,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-111,sim-111,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,1,sim-111,sim-111,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,2,sim-111,sim-111,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,3,sim-111,sim-111,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
3,0,sim-111,sim-111,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
3,1,sim-111,sim-111,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,0,sim-833,sim-833,duo,0,neither,9.0,7.0,9.0,7.0,4,1
0,1,sim-833,sim-833,duo,5,neither,4.0,4.0,8.0,4.0,9,1
0,2,sim-833,sim-833,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,3,sim-833,sim-833,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-833,sim-833,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-833,sim-833,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-833,sim-833,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,1,sim-833,sim-833,duo,10,neither,2.0,2.0,6.0,2.0,10,0
2,2,sim-833,sim-833,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,3,sim-833,sim-833,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-833,sim-833,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-833,sim-833,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-813,sim-813,duo,0,neither,6.0,4.0,8.0,4.0,8,2
0,1,sim-813,sim-813,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,2,sim-813,sim-813,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,3,sim-813,sim-813,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-813,sim-813,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-813,sim-813,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-813,sim-813,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,1,sim-813,sim-813,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,2,sim-813,sim-813,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,3,sim-813,sim-813,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
3,0,sim-813,sim-813,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
3,1,sim-813,sim-813,duo,9,1d_a,3.0,1.0,7.0,1.0,9,0
0,0,sim-963,sim-963,duo,0,neither,9.0,11.0,5.0,5.0,4,1
0,1,sim-963,sim-963,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,2,sim-963,sim-963,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,3,sim-963,sim-963,duo,7,neither,2.0,6.0,4.0,4.0,11,1
1,0,sim-963,sim-963,duo,9,1d_b,3.0,7.0,1.0,1.0,9,0
1,1,sim-963,sim-963,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-963,sim-963,duo,11,2d,1.0,5.0,3.0,3.0,11,0
2,1,sim-963,sim-963,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,2,sim-963,sim-963,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-963,sim-963,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-963,sim-963,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-963,sim-963,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-422,sim-422,duo,0,neither,9.0,5.0,7.0,5.0,4,1
0,1,sim-422,sim-422,duo,11,2d,1.0,3.0,5.0,3.0,11,0
0,2,sim-422,sim-422,duo,8,2d,1.0,5.0,5.0,5.0,12,1
0,3,sim-422,sim-422,duo,8,2d,1.0,5.0,5.0,5.0,12,1
1,0,sim-422,sim-422,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,1,sim-422,sim-422,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-422,sim-422,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,1,sim-422,sim-422,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-422,sim-422,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,3,sim-422,sim-422,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-422,sim-422,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-422,sim-422,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-341,sim-341,duo,2,neither,7.0,7.0,5.0,5.0,6,1
0,1,sim-341,sim-341,duo,4,1d_b,5.0,9.0,1.0,1.0,8,1
0,2,sim-341,sim-341,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,3,sim-341,sim-341,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,0,sim-341,sim-341,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,1,sim-341,sim-341,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,0,sim-341,sim-341,duo,11,2d,1.0,5.0,3.0,3.0,11,0
2,1,sim-341,sim-341,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,2,sim-341,sim-341,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-341,sim-341,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-341,sim-341,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-341,sim-341,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-184,sim-184,duo,6,neither,3.0,7.0,5.0,5.0,10,1
0,1,sim-184,sim-184,duo,8,2d,1.0,5.0,5.0,5.0,12,1
0,2,sim-184,sim-184,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,3,sim-184,sim-184,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,0,sim-184,sim-184,duo,4,neither,2.0,6.0,6.0,6.0,12,2
1,1,sim-184,sim-184,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-184,sim-184,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,1,sim-184,sim-184,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-184,sim-184,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-184,sim-184,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-184,sim-184,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-184,sim-184,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-998,sim-998,duo,-1,neither,10.0,6.0,12.0,6.0,3,1
0,1,sim-998,sim-998,duo,7,1d_a,5.0,1.0,9.0,1.0,7,0
0,2,sim-998,sim-998,duo,7,neither,2.0,4.0,6.0,4.0,11,1
0,3,sim-998,sim-998,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-998,sim-998,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-998,sim-998,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-998,sim-998,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,1,sim-998,sim-998,duo,4,1d_a,5.0,1.0,9.0,1.0,8,1
2,2,sim-998,sim-998,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,3,sim-998,sim-998,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
3,0,sim-998,sim-998,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
3,1,sim-998,sim-998,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,0,sim-423,sim-423,duo,7,neither,2.0,4.0,6.0,4.0,11,1
0,1,sim-423,sim-423,duo,8,2d,1.0,5.0,5.0,5.0,12,1
0,2,sim-423,sim-423,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,3,sim-423,sim-423,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,0,sim-423,sim-423,duo,4,neither,2.0,6.0,6.0,6.0,12,2
1,1,sim-423,sim-423,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-423,sim-423,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,1,sim-423,sim-423,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-423,sim-423,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-423,sim-423,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-423,sim-423,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-423,sim-423,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-182,sim-182,duo,1,neither,8.0,8.0,8.0,8.0,5,1
0,1,sim-182,sim-182,duo,8,2d,1.0,5.0,5.0,5.0,12,1
0,2,sim-182,sim-182,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,3,sim-182,sim-182,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,0,sim-182,sim-182,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,1,sim-182,sim-182,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,0,sim-182,sim-182,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,1,sim-182,sim-182,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-182,sim-182,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,3,sim-182,sim-182,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-182,sim-182,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-182,sim-182,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-905,sim-905,duo,1,neither,8.0,6.0,8.0,6.0,5,1
0,1,sim-905,sim-905,duo,8,2d,1.0,5.0,5.0,5.0,12,1
0,2,sim-905,sim-905,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,3,sim-905,sim-905,duo,8,2d,1.0,5.0,5.0,5.0,12,1
1,0,sim-905,sim-905,duo,12,2d,0.0,4.0,4.0,4.0,12,0
1,1,sim-905,sim-905,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,0,sim-905,sim-905,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,1,sim-905,sim-905,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,2,sim-905,sim-905,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-905,sim-905,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-905,sim-905,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-905,sim-905,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-862,sim-862,duo,-3,neither,12.0,8.0,8.0,8.0,1,1
0,1,sim-862,sim-862,duo,3,neither,6.0,6.0,4.0,4.0,7,1
0,2,sim-862,sim-862,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
0,3,sim-862,sim-862,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,0,sim-862,sim-862,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
1,1,sim-862,sim-862,duo,8,1d_b,4.0,8.0,0.0,0.0,8,0
2,0,sim-862,sim-862,duo,10,neither,2.0,6.0,2.0,2.0,10,0
2,1,sim-862,sim-862,duo,8,2d,1.0,5.0,5.0,5.0,12,1
2,2,sim-862,sim-862,duo,12,2d,0.0,4.0,4.0,4.0,12,0
2,3,sim-862,sim-862,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,0,sim-862,sim-862,duo,12,2d,0.0,4.0,4.0,4.0,12,0
3,1,sim-862,sim-862,duo,12,2d,0.0,4.0,4.0,4.0,12,0
0,0,sim-650,sim-650,duo,3,neither,6.0,2.0,8.0,2.0,7,1
0,1,sim-650,sim-650,duo,6,neither,3.0,3.0,7.0,3.0,10,1
0,2,sim-650,sim-650,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
0,3,sim-650,sim-650,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,0,sim-650,sim-650,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
1,1,sim-650,sim-650,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,0,sim-650,sim-650,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,1,sim-650,sim-650,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,2,sim-650,sim-650,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
2,3,sim-650,sim-650,duo,8,1d_a,4.0,0.0,8.0,0.0,8,0
